mapID,mapSize,chunkCount,numberOfWorkers,startTime,endTime,totalDuration
10094d81-9b90-4dd1-81c1-a15a5b0cd852,160,256,256,2025-06-05 12:31:41.589000,2025-06-05 12:32:20.263000,38674
18d2c28a-9b90-4298-a028-d9161eb675aa,224,196,196,2025-06-05 12:25:16.742000,2025-06-05 12:25:49.153000,32411
1d208045-51b7-43bb-b73d-5a0eff346a16,256,256,256,2025-06-05 12:37:43.072000,2025-06-05 12:38:11.059000,27987
21eecfec-c56a-4cdd-9410-6aa2832b23ff,240,256,256,2025-06-05 12:36:52.391000,2025-06-05 12:37:39.703000,47312
2817cbc0-46d4-4beb-a24f-c1ef62642917,208,256,256,2025-06-05 12:34:50.881000,2025-06-05 12:35:30.138000,39257
30ea2a16-66b1-4fad-81ec-7e6c615ea94d,128,256,256,2025-06-05 12:28:57.641000,2025-06-05 12:30:17.270000,79629
3d2840b6-7fca-40d0-bfbc-aa1f291e5626,112,196,196,2025-06-05 12:24:35.407000,2025-06-05 12:25:04.522000,29115
c9ff211e-0fd7-496d-a9dc-a4e291e03017,112,256,256,2025-06-05 12:28:23.645000,2025-06-05 12:29:01.296000,37651
f10b9472-1118-4e09-ae02-295973f6cd4e,224,256,256,2025-06-05 12:35:42.662000,2025-06-05 12:36:40.160000,57498
