mapID,mapSize,chunkCount,numberOfWorkers,startTime,endTime,totalDuration
0aca88d5-34f8-4a8c-9b56-37107d4246f7,256,1024,512,2025-05-27 14:54:52.026000,,
39f52a3b-e440-4a24-8a43-5b6727dfb6d1,64,256,256,2025-05-27 14:41:39.865000,2025-05-27 14:42:07.386000,27521
a7b3a2da-d427-4565-a7cd-a37cab95d9f0,128,1024,512,2025-05-27 14:53:33.509000,2025-05-27 14:55:15.184000,101675
d468eded-496b-484e-9602-c3f77ea11830,256,256,256,2025-05-27 14:44:42.076000,2025-05-27 14:45:38.950000,56874
f6e98c43-81e8-40ba-bce3-335906a7950d,256,1024,256,2025-05-27 14:45:41.675000,2025-05-27 14:47:53.441000,131766
ff9a2885-59ca-4db2-87a5-82e8daabeb63,128,1024,256,2025-05-27 14:43:02.247000,2025-05-27 14:44:54.393000,112146
