SIZE,PARTS,WORKER,p=z²,p | k²,uuid,total
16,1,1,OK,OK
16,4,1,OK,OK
16,4,2,OK,OK
16,4,4,OK,OK,6e50ed06-32bc-4ce0-abe0-ebebb92adb3b,452
16,16,4,OK,OK,0ed7ca3c-a473-43f8-a675-e3da273738b7,3616
16,16,8,OK,OK,7794e7b2-0dd8-4727-81c2-d842400af66a,3217
16,16,16,OK,OK,762204f9-5872-4f35-bbcf-386816970c5c,2337
32,1,1,OK,OK
32,4,1,OK,OK
32,4,2,OK,OK
32,4,4,OK,OK,d39c2606-c708-451b-8a45-f1dca6c69c30,631
32,16,4,OK,OK,3e075959-4d16-4e86-90b3-dfeeb2dfb5ac,3176
32,16,8,OK,OK,08e0aa6c-895f-468e-aa3b-609269c690f3,3513
32,16,16,OK,OK,76389c23-05c2-4489-8e3d-cd27626d1808,2277
32,64,16,OK,OK,b676d67a-f9dd-4d53-b129-fed0c428854a,13358
32,64,32,OK,OK,62dfb8b1-1ee0-4b9d-8f48-6b97aaaa3b78,12722
32,64,64,OK,OK,17b6d95d-42ad-4b21-9cd6-d3d9bb5bc193,7967
48,1,1,OK,OK
48,4,1,OK,OK
48,4,2,OK,OK
48,4,4,OK,OK,b8467bca-88ec-4953-b675-9591a2c14af7,883
48,16,4,OK,OK,e9efbadb-4f6a-40d9-a1b0-5583b2360bc7,3586
48,16,8,OK,OK,a6834a90-5c06-4ef0-8ac3-b1dd4f6b2f7f,3152
48,16,16,OK,OK,9094302a-9cf8-4afb-8e53-399fc85eb8d6,2268
48,36,9,OK,OK,4f0dd1f8-f53b-4313-ba0d-a59df10c6f9d,7234
48,36,18,OK,OK,0aa2bee2-2908-43a9-a221-5f91d0851772,7619
48,36,36,OK,OK,d9e9d3fa-fdb4-4e5f-a8cc-d459e8794aca,4145
48,64,16,OK,OK,00545d8f-d455-48e2-97db-8bf9ae1b8f38,13446
48,64,32,OK,OK,493d7996-45cf-4b12-98e7-fb23f5992626,12231
48,64,64,OK,OK,69a4eb1f-d45f-4db9-933e-b3b5037f0fdd,8314
64,1,1,OK,OK
64,4,1,OK,OK
64,4,2,OK,OK
64,4,4,OK,OK,40c7fa38-2a89-4e3e-bfa5-8474e736f660,2712
64,16,4,OK,OK,c5bff446-128e-443b-83d4-de31aef77da7,3437
64,16,8,OK,OK,f0f61b98-7b32-4c1e-94ae-8bd6751a32f6,3273
64,16,16,OK,OK,1430b92d-759b-4ed1-ade5-cbe364f4e1eb,1535
64,64,16,OK,OK,0e9847c7-3aa1-4a52-bd7b-0b87168b9c8d,13423
64,64,32,OK,OK,fe6ebaa6-07c5-4614-8f03-b7e1314392e7,12240
64,64,64,OK,OK,0960cebb-c080-4c4d-af2a-10a0aff8923f,8082
80,1,1,OK,OK
80,4,1,OK,OK
80,4,2,OK,OK
80,4,4,OK,OK,3e369b0a-3aa3-4cfd-b76b-5ca4a162cb2a,5459
80,16,4,OK,OK,604ddfcd-2efa-4d5f-80b6-5704fa755bc3,3942
80,16,8,OK,OK,61a918f0-6d5f-4506-8884-4d276d899fd5,3364
80,16,16,OK,OK,559374ff-081d-43f5-9c41-6eb34a892449,2825
80,64,16,OK,OK,f95e6303-4c29-4476-95da-0e42f67db09e,13547
80,64,32,OK,OK,52eff22c-47eb-4e6e-aea3-4eb00e246ca7,12663
80,64,64,OK,OK,f4597246-51fa-40cc-a60c-3f80c518a491,8019
