mapID,mapSize,chunkCount,numberOfWorkers,startTime,endTime,totalDuration
41c145cc-0355-4edf-b387-87f95ab98d10,256,256,256,2025-06-05 16:12:19.473000,2025-06-05 16:12:56.652000,37179
8b5a8bba-6f0b-432f-a363-8577ed54412a,256,256,256,2025-06-05 16:16:18.314000,2025-06-05 16:16:57.019000,38705
d4b5e9c5-6086-4161-b962-59484a37a1fd,64,16,2,2025-06-05 15:51:45.989000,2025-06-05 15:51:52.387000,6398
e48f3919-25e1-4e2e-ba2d-782b91a5c9d1,256,256,256,2025-06-05 16:00:35.862000,2025-06-05 16:06:04.894000,329032
