SIZE,PARTS,WORKER,p=z²,p | k²,uuid,total
96,4,2,OK,OK,bb0a2600-32a2-46f0-bd6f-fa7d5e4b4148,25859
96,4,4,OK,OK,14b4270e-087f-46ec-95e9-2380e3b29e5e,25104
96,36,9,OK,OK,27006449-c214-4f80-b697-e6a331219baf,8474
96,36,18,OK,OK,be2a8f99-c232-45ef-8e1f-ec0e5e98c42f,7648
96,36,36,OK,OK,9faa2856-13ce-41a7-94d4-98f365826be8,4516
112,1,1,OK,OK,4a723762-f260-446d-b34d-a271ef846b4c,479286
112,4,1,OK,OK,076ce6cb-8d5d-4470-9eeb-7e7269b6bfed,25339
112,4,2,OK,OK,4d5ef859-7ea7-43e7-b9bf-80432476aafc,23761
112,4,4,OK,OK,67fd1449-dd82-4337-904c-6c4e41d47383,48100
112,16,4,OK,OK,3ee57126-814f-4405-aadb-78e94718e59d,10752
112,16,8,OK,OK,e888fbdc-773c-460e-8db6-16db2a7c1c20,4243
112,16,16,OK,OK,1e4309af-52ab-4b32-95a0-5cecd7d19f30,2285
112,64,16,OK,OK,07d970d6-b0a4-41a2-be22-a192beb50c74,13531
112,64,32,OK,OK,879e2827-9b68-4368-ab52-bd12a58a6798,12633
112,64,64,OK,OK,31de2d32-da24-4da2-9d0b-073acf782794,8705
112,196,49,OK,OK,a63dc5bd-ef55-495d-b0fd-640b75922b3f,23862
112,196,98,OK,OK,d68fcf64-68c1-4415-ad42-6c9366211e6b,36881
112,196,196,OK,OK
112,256,64,OK,OK,b321807b-6a87-4710-a85a-636b143f58ff,28248
112,256,128,OK,OK
128,1,1,OK,OK,5b43f4f3-d94c-41fb-92cf-5a462e1a967e,810455
128,4,1,OK,OK,4aaf214e-5446-4599-9c8a-51fc56ac09c1,80290
128,4,2,OK,OK,054ffdec-d190-4ada-85bd-1b13ad8a102d,98124
128,4,4,OK,OK,7625fee5-16ae-445f-adc9-4dbe7cefdab8,39071
128,16,4,OK,OK,b041e7bc-9a4a-47e1-8617-14c75517d104,44384
128,16,8,OK,OK,473268dd-4d04-4ef7-b8e9-3c69dbe66293,6116
128,16,16,OK,OK,9470c68a-6816-4c02-b156-882d200281eb,3306
128,64,16,OK,OK,a034101f-96f7-4648-a21e-51d200188525,15832
128,64,32,OK,OK,89bff205-11e2-437e-bbe0-515795a36761,11620
128,64,64,OK,OK,ca078a23-e0ef-4086-a2f4-fef773530b15,31855
128,256,64,OK,OK,b4980366-319e-4f9c-a981-444d5665448a,10107
128,256,128,OK,OK
144,1,1,OK,OK,211f3f4f-cd6e-4e06-a8f4-503685b6fa19,1348359
144,4,1,OK,OK,46268fe2-6974-4aa8-95ff-1f4584d7183d,275485
144,4,2,OK,OK,a51223e0-0d2e-4113-8c28-4c9c82df4a93,68428
144,4,4,OK,OK,34e0292a-1f56-4878-b23d-04e89ceb71d2,59301
144,16,4,OK,OK,7061e705-7f5a-49ff-91aa-ee0f9518eaa2,49280
144,16,8,OK,OK,f787b666-cfc4-4865-a5de-43e68d5c9bc1,7736
144,16,16,OK,OK,b38d00e3-d79d-4959-9b91-5dd22f285116,4806
144,64,16,OK,OK,ff375b40-e2f9-40ae-a94f-b101e4e34134,14555
144,64,32,OK,OK,4c3b2472-883a-4b5a-b892-f8e7b6bd4fa3,11842
144,64,64,OK,OK,2a6ed627-d9d1-4914-bfb8-577db7f4ae95,48077
144,144,36,OK,OK,695a2851-6c9c-4fe1-9b92-49945d26c429,13727
144,144,72,OK,OK,d08951fe-392b-4ef9-8c9d-3bfd6c2ad5a3,28698
144,144,144,OK,OK
144,256,64,OK,OK,4c7f6e2e-5c9c-43e9-beb7-fab321c7c0f9,37694
144,256,128,OK,OK
160,1,1,OK,OK,e0722671-e648-4ff6-96a4-9d2a6d0ac351,2005801
160,4,1,OK,OK,7348522c-7289-4c2b-b26a-92acbb239492,317446
160,4,2,OK,OK,96a48c79-48e0-43a6-b0ed-5ce30145097f,167671
160,4,4,OK,OK,d0d62868-92b5-49d1-b63f-d98dc48306e0,108706
160,16,4,OK,OK,98cd6c7a-db10-4b5b-9e29-05b95dddb583,17280
160,16,8,OK,OK,19909abf-2c4a-46bf-bd0f-0d1bd2819ff5,12397
160,16,16,OK,OK,234e4db8-3846-43b3-85ba-ab9fb2a0af2c,6876
160,64,16,OK,OK,78f807a7-59fc-47f0-b5db-cf155f939fa0,12687
160,64,32,OK,OK,1484163d-19e9-4523-a973-036ffb4a3235,12759
160,64,64,OK,OK
160,100,25,OK,OK,1e7c5761-4ff3-40e9-82a9-a07dfd8068a5,23246
160,100,50,OK,OK,cca20774-4ff0-4129-a9c5-cd0b8bd792c8,18447
160,100,100,OK,OK
160,256,64,OK,OK
160,256,128,OK,OK
176,1,1,OK,OK,5d8926c0-73fe-4ec0-accf-c1e4f847a617,2954740
176,4,1,OK,OK,ee87675c-66ae-4abe-bf2c-1cbf2fcfee92,322328
176,4,2,OK,OK,dde4b3fc-9eb8-4cc6-97d9-ecbf53db1939,250716
176,4,4,OK,OK,72e75e62-b5fd-4250-ba50-fbc1d6587833,153230
176,16,4,OK,OK,9d12aa8e-1e90-4298-9a13-b144e08da8fe,139328
176,16,8,OK,OK,c3a97361-391b-48d4-afb5-cf6f81d35a72,17113
176,16,16,OK,OK,2516f1ef-d1a2-43f7-9ded-50794a3a029a,10722
176,64,16,OK,OK,7bc31393-ed90-4f85-ab3e-a880d4cef0ec,16082
176,64,32,OK,OK,52861a39-68d0-499f-9ac3-6c3b57326384,10932
176,64,64,OK,OK
176,256,64,OK,OK
176,256,128,OK,OK
192,1,1,OK,OK,285277b9-f04e-4c28-bdf9-c0647ee2d920,4329498
192,4,1,OK,OK,344d7e22-9cb7-47ac-bdba-bf5a47c64763,210908
192,4,2,OK,OK,ffa21034-9720-4ccf-84f7-0482e935ca09,470061
192,4,4,OK,OK,0a28d3e8-c02d-4d6a-bc75-09924bce283c,216547
192,16,4,OK,OK,f7c3f689-4f53-487e-8fe8-17daafe6e0f9,161691
192,16,8,OK,OK,680651e5-ba72-4b5b-b87f-2799daa2f5b2,23429
192,16,16,OK,OK,6d54d67f-5c79-4865-a2f0-13aadb025bb5,14217
192,64,16,OK,OK,d8e52e3d-3f32-4d49-879e-69017334da41,12237
192,64,32,OK,OK,e4b4b7ba-98cf-42fa-86bb-4b306bee3ad7,12544
192,64,64,OK,OK
192,144,36,OK,OK,4294e006-c67c-4a6e-83a6-05999f43b60f,41939
192,144,72,OK,OK,f0e2bfbb-e023-4ea8-b3ad-0e8baa59d43f,8316
192,144,144,OK,OK
192,256,64,OK,OK
192,256,128,OK,OK
208,1,1,OK,OK,bf1202fb-4a82-4930-82c0-56756d279ba8,6551379
208,4,1,OK,OK,56326d5c-3178-41ae-b18a-d2d7d675d891,313978
208,4,2,OK,OK,bace878a-8c39-46c1-b63a-6cecd6be0626,359324
208,4,4,OK,OK,86b68de1-f7d0-4542-ad8c-61e2af06ee32,318682
208,16,4,OK,OK,38ad2ce0-d80b-49db-90b6-d7afd5dfc066,277604
208,16,8,OK,OK,be584101-6cd5-47fa-9b49-672c22b592c4,15454
208,16,16,OK,OK,a3e42163-cf69-41df-aac8-7b5f82415c45,18631
208,64,16,OK,OK,c24b7ac8-4a1b-46b8-8d4b-53b3ced35796,12777
208,64,32,OK,OK,8be79b64-58ea-4ec1-b527-c080f280796c,13084
208,64,64,OK,OK
208,256,64,OK,OK
208,256,128,OK,OK
224,1,1,OK,OK,15458144-93ad-4800-bef6-e43b39de6629,8758018
224,4,1,OK,OK,224848f2-e945-4db1-95ec-913f301a52aa,1993285
224,4,2,OK,OK,518b0806-4159-43ba-9c39-176ee4dd94c0,599859
224,4,4,OK,OK,6e724a69-cb47-4b04-9f7e-d1cd44244078,456837
224,16,4,OK,OK,2f273d56-d2c1-4bd6-a80f-8e96551167fb,404571
224,16,8,OK,OK,7fe6e0fe-d231-41c4-957e-fba6d7233a28,26955
224,16,16,OK,OK,81dc1002-3dfa-43fb-92ce-223c0401f000,27261
224,64,16,OK,OK,d5979bec-2f6b-4693-a9d4-7bd60dbb0594,15607
224,64,32,OK,OK,1b0aebab-5eb8-4eba-a165-bc1c78b526a2,11490
224,64,64,OK,OK
224,196,49,OK,OK,d3a03605-4d83-4750-91f6-ec2b4f630fe5,20070
224,196,98,OK,OK,1a284228-b7e0-4039-9f05-6b450895d368,29404
224,196,196,OK,OK
224,256,64,OK,OK
224,256,128,OK,OK
240,1,1,OK,OK,29ad7482-4ef4-4c49-aae5-11be36bbb400,10018692
240,4,1,OK,OK,2a06326c-50c8-48e1-8bfa-940b2ae6d9f9,572028
240,4,2,OK,OK,b0e25ad0-36e8-4c3f-9634-63e9129b2bea,613558
240,4,4,OK,OK,aac3f07a-9c2e-406c-941c-0988cce8557b,619645
240,16,4,OK,OK,745b9f00-6377-42ab-a9fd-69552f6e6507,908255
240,16,8,OK,OK,0d64f943-0c43-4e84-972c-3c807686a269,70389
240,16,16,OK,OK,266d2c68-af30-4b1f-b58e-7a9ddf9e501e,33433
240,64,16,OK,OK,125cb2a9-18c5-4f8b-a365-d44a49a67b16,16548
240,64,32,OK,OK,cb41bdd9-346a-4620-b29d-d4944f0e42bb,12711
240,64,64,OK,OK
240,100,25,OK,OK,6ed5cf17-e0b8-4b4c-bb27-65fb9e1073e8,11745
240,100,50,OK,OK,73fc665e-8109-4fb1-9204-82c7dd989884,14576
240,100,100,OK,OK
240,256,64,OK,OK
240,256,128,OK,OK
256,1,1,OK,OK
256,4,1,OK,OK
256,4,2,OK,OK,ae45dec1-4d62-457a-a42e-69b888bc9852,2652475
256,4,4,OK,OK,013d8498-7563-4e22-90b3-25fa199cd4b6,731516
256,16,4,OK,OK,0d1f7593-f7bf-4ed8-bde3-a87d51c536ec,369607
256,16,8,OK,OK,30f76a51-7d14-4a3e-a0f5-d79259f0f978,38622
256,16,16,OK,OK,1d3765da-1f91-4795-8bb7-cfa5647dd262,44168
256,64,16,OK,OK,bc34040e-f861-4de3-aed5-00ace4fb6453,14415
256,64,32,OK,OK,0b010fdf-7ab8-4830-9bfe-f9a28f82eb75,11779
256,64,64,OK,OK
256,256,64,OK,OK
256,256,128,OK,OK
