mapID,mapSize,chunkCount,numberOfWorkers,startTime,endTime,totalDuration
025547a4-3dd2-4018-9952-da63a835f693,240,4,4,2025-06-10 19:47:50.315000,2025-06-10 20:02:29.691000,879376
02e0b8e3-5f54-401e-8043-a3e54e7221ed,208,256,256,2025-06-10 23:35:14.609000,2025-06-10 23:36:03.148000,48539
04b75c23-2524-4c78-b25b-4ff9d3319008,176,64,32,2025-06-10 21:43:27.804000,2025-06-10 21:43:40.204000,12400
058af2db-11d6-43a5-8a05-ae80afc287a2,224,196,196,2025-06-10 23:18:24.004000,2025-06-10 23:18:58.272000,34268
078da8b5-b408-4311-8a4c-cf0984559cb3,96,4,4,2025-06-10 18:51:13.854000,2025-06-10 18:51:33.604000,19750
0a525a66-6f84-4406-b046-4403826d4d8c,256,64,16,2025-06-10 21:26:13.924000,2025-06-10 21:26:31.965000,18041
0a699cec-3e4c-4317-9ad1-ab895231c3dd,256,256,128,2025-06-10 23:08:54.595000,2025-06-10 23:09:50.958000,56363
0b0067a4-7b86-4b5c-aa94-1f2badbf5721,32,16,4,2025-06-10 18:45:30.888000,2025-06-10 18:45:34.341000,3453
0bbef947-cbd1-41af-ab37-ff76662ec250,112,16,8,2025-06-10 20:36:23.004000,2025-06-10 20:36:28.461000,5457
0bc1ac8c-1130-4c80-a6bd-6c17b17d1018,112,16,16,2025-06-10 21:04:43.716000,2025-06-10 21:04:46.677000,2961
0cb0c88f-35b2-47b0-8578-327f1606f8bb,112,4,4,2025-06-10 18:52:24.406000,2025-06-10 18:53:02.094000,37688
0df78978-57bd-4f88-bc46-e9b6f8165fb3,32,64,64,2025-06-10 22:04:47.393000,2025-06-10 22:04:55.857000,8464
0f55f5e1-c561-4926-a97a-4fdd610870b8,176,256,64,2025-06-10 22:21:40.474000,2025-06-10 22:22:36.624000,56150
102aecd5-f215-4cfa-b8e1-69ae395336da,80,16,8,2025-06-10 20:35:37.518000,2025-06-10 20:35:40.936000,3418
1044c416-de74-4d59-b914-42d2a5771ada,192,256,64,2025-06-10 22:24:43.325000,2025-06-10 22:25:39.305000,55980
14147c0f-6aa4-48b4-a659-04f91d11a915,176,256,128,2025-06-10 22:59:18.143000,2025-06-10 23:00:13.192000,55049
151aa273-3783-4eaa-bbcc-9771c5924315,112,256,128,2025-06-10 22:51:36.142000,2025-06-10 22:52:32.096000,55954
162e4d8b-fa4c-432f-8c50-b95e07c5556d,128,4,4,2025-06-10 18:54:45.600000,2025-06-10 18:55:49.511000,63911
