SIZE,PARTS,WORKER,p=z²,p | k²,uuid,total
16,1,1,OK,OK
16,4,1,OK,OK
16,4,2,OK,OK
16,4,4,OK,OK,ea6e8bd9-881b-4070-801b-cb07b8b7693e,494
16,16,4,OK,OK,e093dbda-607c-401a-8fc7-c86e705130de,3119
16,16,8,OK,OK,cabaacda-8bf8-4f30-a6e8-98337000a88c,2952
16,16,16,OK,OK,88f94e2b-9e66-4f3c-bbe8-5b4564a0a978,2305
32,1,1,OK,OK
32,4,1,OK,OK
32,4,2,OK,OK
32,4,4,OK,OK,01fcc907-4d48-4594-9912-22538ff7e1ad,675
32,16,4,OK,OK,b34dc874-ac5f-4a23-9953-e3fd54f3a769,3622
32,16,8,OK,OK,eb9beafa-0f35-4545-ace2-21c323584732,2841
32,16,16,OK,OK,062883f8-48d3-4621-a9c7-864cd8f52299,2320
32,64,16,OK,OK,9ca30480-c18e-492b-8cc7-ca333b9875e7,14913
32,64,32,OK,OK,324218a8-8309-4f45-94d1-aa8fc0c12fd0,11767
32,64,64,OK,OK,bcdc8084-11e1-4d4d-91a5-fb5b9c12097a,8772
48,1,1,OK,OK
48,4,1,OK,OK
48,4,2,OK,OK
48,4,4,OK,OK,9d61ebc3-15b1-49b4-ac65-3e548649ce6b,1140
48,16,4,OK,OK,db43de30-4a56-4e51-865a-87d0300360cf,3504
48,16,8,OK,OK,851bb01d-03b3-48c2-b75e-35ab1b8bac06,3126
48,16,16,OK,OK,db458071-0e01-49ee-a4e2-a9dfd03bd0c1,2395
48,36,9,OK,OK,dadb8c5c-3667-43bf-906b-2fd924ac3ed0,6464
48,36,18,OK,OK,ee80959b-5cd3-4f7a-a08a-200032718744,8275
48,36,36,OK,OK,6f3ccd68-7a8c-4b9f-88da-69f2c58faaa3,4692
48,64,16,OK,OK,0d0f29fa-95a4-40b3-ab66-f8533b8b5e39,15477
48,64,32,OK,OK,51370386-0c0d-4823-8b02-dfdefaeac287,12041
48,64,64,OK,OK,fccff28d-82e5-4a9a-be24-217c96baa58d,8960
64,1,1,OK,OK
64,4,1,OK,OK
64,4,2,OK,OK
64,4,4,OK,OK,11bbf91e-2f7f-4ef2-bd9d-5fb3270c1497,3488
64,16,4,OK,OK,a17d634e-c190-4b4b-8286-1d7394c97070,3779
64,16,8,OK,OK,0bd8ac4a-4483-40a8-a363-1877b537616f,2965
64,16,16,OK,OK,941f2b5b-b6e4-47e0-8d98-8c5b802fa3e8,2447
64,64,16,OK,OK,c0271efa-79f1-4884-b2b7-dd16a2f933f5,11256
64,64,32,OK,OK,f0d7ff11-3323-47f1-966e-774eb7c2ae29,13009
64,64,64,OK,OK,10922c15-1447-41bf-b241-6e5f54d4cf34,9165
80,1,1,OK,OK
80,4,1,OK,OK
80,4,2,OK,OK
80,4,4,OK,OK,b1c3cb90-f68b-4875-97c8-176cd1b3b997,8859
80,16,4,OK,OK,a7c1a3c0-9b94-4365-99dc-18ebdfa730ac,4142
80,16,8,OK,OK,8a4cf361-eaae-435d-8bc1-b6b38153e305,3056
80,16,16,OK,OK,3d516822-d16d-4378-b405-c3010e93ee56,2423
80,64,16,OK,OK,603b4c42-ca66-4400-aafc-280629cd5b4b,16024
80,64,32,OK,OK,3c08fe18-8344-4844-8179-e9008c45a0c2,12807
80,64,64,OK,OK,1c16d491-c30e-46a3-9230-d660b67219f1,8689
96,1,1,OK,OK
96,4,1,OK,OK
